[ DEBUG ][ 2022-06-13 10:51:03,460 ][ utils ] ==> (1.171) 
            SELECT c.relname,
            CASE WHEN c.relispartition THEN 'p' WHEN c.relkind IN ('m', 'v') THEN 'v' ELSE 't' END
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None
[ DEBUG ][ 2022-06-13 10:52:11,436 ][ utils ] ==> (0.002) UPDATE "django_session" SET "session_data" = 'Yzc4YmM2NTJlYWFjODg1NWI3MGEwODRiMDI1ZGE2NmM4NTVjZTY4Yjp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUyOjExLjI1MzYyMSJ9', "expire_date" = '2022-06-27T10:52:11.432048'::timestamp WHERE "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba'; args=('Yzc4YmM2NTJlYWFjODg1NWI3MGEwODRiMDI1ZGE2NmM4NTVjZTY4Yjp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUyOjExLjI1MzYyMSJ9', datetime.datetime(2022, 6, 27, 10, 52, 11, 432048), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:52:17,334 ][ utils ] ==> (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-06-13T10:52:17.318573'::timestamp AND "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba') LIMIT 21; args=(datetime.datetime(2022, 6, 13, 10, 52, 17, 318573), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:52:17,336 ][ utils ] ==> (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,340 ][ utils ] ==> (0.001) SELECT "start_form_montant"."id", "start_form_montant"."compagnie_id", "start_form_montant"."depart_id", "start_form_montant"."destination_id", "start_form_montant"."prix" FROM "start_form_montant" WHERE "start_form_montant"."id" = 4 LIMIT 21; args=(4,)
[ DEBUG ][ 2022-06-13 10:52:17,345 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:17,348 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 7 LIMIT 21; args=(7,)
[ DEBUG ][ 2022-06-13 10:52:17,351 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 10:52:17,353 ][ utils ] ==> (0.001) SELECT (1) AS "a" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 1; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:17,355 ][ utils ] ==> (0.000) SELECT (1) AS "a" FROM "start_form_agence" WHERE "start_form_agence"."id" = 7 LIMIT 1; args=(7,)
[ DEBUG ][ 2022-06-13 10:52:17,356 ][ utils ] ==> (0.000) SELECT (1) AS "a" FROM "start_form_agence" WHERE "start_form_agence"."id" = 6 LIMIT 1; args=(6,)
[ DEBUG ][ 2022-06-13 10:52:17,358 ][ utils ] ==> (0.001) UPDATE "start_form_montant" SET "compagnie_id" = 2, "depart_id" = 7, "destination_id" = 6, "prix" = '100' WHERE "start_form_montant"."id" = 4; args=(2, 7, 6, '100', 4)
[ DEBUG ][ 2022-06-13 10:52:17,360 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:17,362 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,364 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:17,367 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,370 ][ utils ] ==> (0.002) INSERT INTO "django_admin_log" ("action_time", "user_id", "content_type_id", "object_id", "object_repr", "action_flag", "change_message") VALUES ('2022-06-13T10:52:17.368529'::timestamp, 1, 6, '4', 'UTB-san pedro===>UTB-yopougon:100FCFA', 2, '[{"changed": {"fields": ["Prix"]}}]') RETURNING "django_admin_log"."id"; args=(datetime.datetime(2022, 6, 13, 10, 52, 17, 368529), 1, 6, '4', 'UTB-san pedro===>UTB-yopougon:100FCFA', 2, '[{"changed": {"fields": ["Prix"]}}]')
[ DEBUG ][ 2022-06-13 10:52:17,427 ][ utils ] ==> (0.032) INSERT INTO "request_request" ("response", "method", "path", "time", "is_secure", "is_ajax", "ip", "user_id", "referer", "user_agent", "language") VALUES (302, 'POST', '/admin-back-office/start_form/montant/4/change/', '2022-06-13T10:52:17.394119'::timestamp, false, false, '127.0.0.1'::inet, 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/4/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7') RETURNING "request_request"."id"; args=(302, 'POST', '/admin-back-office/start_form/montant/4/change/', datetime.datetime(2022, 6, 13, 10, 52, 17, 394119), False, False, Inet('127.0.0.1'), 1, 'http://127.0.0.1:8000/admin-back-office/start_form/montant/4/change/', 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.61 Safari/537.36', 'fr-FR,fr;q=0.9,en-US;q=0.8,en;q=0.7')
[ DEBUG ][ 2022-06-13 10:52:17,428 ][ utils ] ==> (0.001) UPDATE "django_session" SET "session_data" = 'YmQwYzgxZTRmOThiZmFjMDI4NDRiYjJmYWJjZGE2YmIwYjEzNGY4YTp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUyOjE3LjMzNzI1MyJ9', "expire_date" = '2022-06-27T10:52:17.427502'::timestamp WHERE "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba'; args=('YmQwYzgxZTRmOThiZmFjMDI4NDRiYjJmYWJjZGE2YmIwYjEzNGY4YTp7Il9hdXRoX3VzZXJfaWQiOiIxIiwiX2F1dGhfdXNlcl9iYWNrZW5kIjoiZGphbmdvLmNvbnRyaWIuYXV0aC5iYWNrZW5kcy5Nb2RlbEJhY2tlbmQiLCJfYXV0aF91c2VyX2hhc2giOiI2NWE4MjE3MmUzMDc5YjYyOGY3NmU2ZDdkZjVjMTI0N2ZmMjRkOThhIiwiX3Nlc3Npb25fc2VjdXJpdHkiOiIyMDIyLTA2LTEzVDEwOjUyOjE3LjMzNzI1MyJ9', datetime.datetime(2022, 6, 27, 10, 52, 17, 427502), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:52:17,458 ][ utils ] ==> (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2022-06-13T10:52:17.448222'::timestamp AND "django_session"."session_key" = 'izhagkz37zxgtr1xdgvktnjzzc8klmba') LIMIT 21; args=(datetime.datetime(2022, 6, 13, 10, 52, 17, 448222), 'izhagkz37zxgtr1xdgvktnjzzc8klmba')
[ DEBUG ][ 2022-06-13 10:52:17,460 ][ utils ] ==> (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,462 ][ utils ] ==> (0.001) SELECT COUNT(*) AS "__count" FROM "start_form_montant"; args=()
[ DEBUG ][ 2022-06-13 10:52:17,464 ][ utils ] ==> (0.000) SELECT COUNT(*) AS "__count" FROM "start_form_montant"; args=()
[ DEBUG ][ 2022-06-13 10:52:17,473 ][ utils ] ==> (0.001) SELECT "start_form_montant"."id", "start_form_montant"."compagnie_id", "start_form_montant"."depart_id", "start_form_montant"."destination_id", "start_form_montant"."prix" FROM "start_form_montant" ORDER BY "start_form_montant"."id" DESC; args=()
[ DEBUG ][ 2022-06-13 10:52:17,503 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 10 LIMIT 21; args=(10,)
[ DEBUG ][ 2022-06-13 10:52:17,504 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,506 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 5 LIMIT 21; args=(5,)
[ DEBUG ][ 2022-06-13 10:52:17,508 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 9 LIMIT 21; args=(9,)
[ DEBUG ][ 2022-06-13 10:52:17,510 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,512 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,515 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 9 LIMIT 21; args=(9,)
[ DEBUG ][ 2022-06-13 10:52:17,517 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,519 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,520 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 10 LIMIT 21; args=(10,)
[ DEBUG ][ 2022-06-13 10:52:17,522 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,524 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 5 LIMIT 21; args=(5,)
[ DEBUG ][ 2022-06-13 10:52:17,528 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 7 LIMIT 21; args=(7,)
[ DEBUG ][ 2022-06-13 10:52:17,529 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:17,532 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,535 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 10:52:17,536 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:17,538 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,542 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 6 LIMIT 21; args=(6,)
[ DEBUG ][ 2022-06-13 10:52:17,544 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:17,546 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,547 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 7 LIMIT 21; args=(7,)
[ DEBUG ][ 2022-06-13 10:52:17,549 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:17,550 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,553 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:17,555 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,557 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,559 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,560 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,561 ][ utils ] ==> (0.000) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,567 ][ utils ] ==> (0.001) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,569 ][ utils ] ==> (0.000) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
[ DEBUG ][ 2022-06-13 10:52:17,571 ][ utils ] ==> (0.001) SELECT "start_form_commune"."id", "start_form_commune"."ville_id", "start_form_commune"."name", "start_form_commune"."description", "start_form_commune"."reference" FROM "start_form_commune" WHERE "start_form_commune"."id" = 3 LIMIT 21; args=(3,)
[ DEBUG ][ 2022-06-13 10:52:17,572 ][ utils ] ==> (0.000) SELECT "start_form_agence"."id", "start_form_agence"."compagnie_id", "start_form_agence"."commune_id", "start_form_agence"."coordonnee_geo", "start_form_agence"."adresse_geo" FROM "start_form_agence" WHERE "start_form_agence"."id" = 2 LIMIT 21; args=(2,)
[ DEBUG ][ 2022-06-13 10:52:17,574 ][ utils ] ==> (0.001) SELECT "start_form_compagnie"."id", "start_form_compagnie"."name", "start_form_compagnie"."description", "start_form_compagnie"."reference", "start_form_compagnie"."contact1", "start_form_compagnie"."contact2" FROM "start_form_compagnie" WHERE "start_form_compagnie"."id" = 1 LIMIT 21; args=(1,)
